week_start_date,industry,naics_code,lower_bound,median,upper_bound
1/18/2023,Building Material and Garden Equip and Supplies Dlrs,444,12.7,23.6,35.4
1/25/2023,Building Material and Garden Equip and Supplies Dlrs,444,12.7,23.1,35.2
2/1/2023,Building Material and Garden Equip and Supplies Dlrs,444,8.7,19.6,32.2
2/8/2023,Building Material and Garden Equip and Supplies Dlrs,444,13.7,25,37.2
2/15/2023,Building Material and Garden Equip and Supplies Dlrs,444,13.7,25.8,38.3
2/22/2023,Building Material and Garden Equip and Supplies Dlrs,444,23,34.8,48.3
3/1/2023,Building Material and Garden Equip and Supplies Dlrs,444,6.1,21.5,40.1
2/5/2020,Food and Beverage Stores,445,-12.4,-5.9,1.4
2/12/2020,Food and Beverage Stores,445,-2.3,5.3,14.1
2/19/2020,Food and Beverage Stores,445,-9.7,-2.7,5.4
2/26/2020,Food and Beverage Stores,445,2.7,10.6,18.5
3/4/2020,Food and Beverage Stores,445,3.3,11.4,19.5
3/11/2020,Food and Beverage Stores,445,74,87.1,101.1
3/18/2020,Food and Beverage Stores,445,10.6,19,29.3
3/25/2020,Food and Beverage Stores,445,4,11.8,20.6
4/1/2020,Food and Beverage Stores,445,14.6,23.9,34
4/8/2020,Food and Beverage Stores,445,10.3,18.8,28.3
4/15/2020,Food and Beverage Stores,445,12.3,20.6,30
4/22/2020,Food and Beverage Stores,445,10.7,20,29.1
4/29/2020,Food and Beverage Stores,445,16.1,25.3,35.3
5/6/2020,Food and Beverage Stores,445,8.2,16.6,25.2
5/13/2020,Food and Beverage Stores,445,7.3,15.7,24.7
5/20/2020,Food and Beverage Stores,445,13.2,21.5,31.8
5/27/2020,Food and Beverage Stores,445,2.1,9.3,17.3
6/3/2020,Food and Beverage Stores,445,7.9,16.2,25
6/10/2020,Food and Beverage Stores,445,4.7,12.7,21.1
6/17/2020,Food and Beverage Stores,445,8.7,16.9,26.5
6/24/2020,Food and Beverage Stores,445,4.6,12.8,21.7
7/1/2020,Food and Beverage Stores,445,15.1,24.4,33.9
7/8/2020,Food and Beverage Stores,445,-8.4,-1.7,6.1
7/15/2020,Food and Beverage Stores,445,5.7,14.8,23.7
7/22/2020,Food and Beverage Stores,445,6.8,14.7,23.2
7/29/2020,Food and Beverage Stores,445,10.5,19.2,28.1
8/5/2020,Food and Beverage Stores,445,1.1,9,17.5
8/12/2020,Food and Beverage Stores,445,6.9,15.2,24.2
8/19/2020,Food and Beverage Stores,445,5.3,13.3,21.7
8/26/2020,Food and Beverage Stores,445,5.4,13.2,21.9
9/2/2020,Food and Beverage Stores,445,12.4,21.3,30.2
9/9/2020,Food and Beverage Stores,445,3.6,11.5,20.2
9/16/2020,Food and Beverage Stores,445,4.2,12.1,20.7
9/23/2020,Food and Beverage Stores,445,3.3,11.1,19.3
9/30/2020,Food and Beverage Stores,445,7.2,15,24.1
10/7/2020,Food and Beverage Stores,445,0.3,8.4,16.5
10/14/2020,Food and Beverage Stores,445,-3.4,4.1,12.4
10/21/2020,Food and Beverage Stores,445,3.8,11.6,20.4
10/28/2020,Food and Beverage Stores,445,9.3,17.6,26.4
11/4/2020,Food and Beverage Stores,445,-1.6,5.5,13.9
11/11/2020,Food and Beverage Stores,445,4.4,12.8,21
11/18/2020,Food and Beverage Stores,445,21.3,30.4,41.2
11/25/2020,Food and Beverage Stores,445,4.5,12.8,21.8
12/2/2020,Food and Beverage Stores,445,-7.9,-0.5,8
12/9/2020,Food and Beverage Stores,445,-2.6,5.8,14.2
12/16/2020,Food and Beverage Stores,445,14.8,23.5,34
12/23/2020,Food and Beverage Stores,445,8.4,17.4,27
12/30/2020,Food and Beverage Stores,445,21.5,31,40.7
1/6/2021,Food and Beverage Stores,445,17.6,25.8,35
1/13/2021,Food and Beverage Stores,445,18.7,27.4,36.9
1/20/2021,Food and Beverage Stores,445,11.2,19.5,27.9
1/27/2021,Food and Beverage Stores,445,14.4,23.5,32.1
2/3/2021,Food and Beverage Stores,445,15.3,23.7,33.9
2/10/2021,Food and Beverage Stores,445,17.8,27.6,37.9
2/17/2021,Food and Beverage Stores,445,7.7,15.8,25
2/24/2021,Food and Beverage Stores,445,8.5,16.1,25.2
3/3/2021,Food and Beverage Stores,445,9.7,18.8,27.9
3/10/2021,Food and Beverage Stores,445,11.3,20,29.2
3/17/2021,Food and Beverage Stores,445,13,21.7,31.5
3/24/2021,Food and Beverage Stores,445,10.5,19.1,28.3
3/31/2021,Food and Beverage Stores,445,20.9,30.3,40.8
4/7/2021,Food and Beverage Stores,445,10.2,18.9,28.2
4/14/2021,Food and Beverage Stores,445,9.1,18.1,27.8
4/21/2021,Food and Beverage Stores,445,8.7,17.7,27.1
4/28/2021,Food and Beverage Stores,445,12.4,21.6,30.7
5/5/2021,Food and Beverage Stores,445,18.6,27.6,38
5/12/2021,Food and Beverage Stores,445,7.8,16.5,25.6
5/19/2021,Food and Beverage Stores,445,3.3,11.7,20.4
5/26/2021,Food and Beverage Stores,445,18.1,27.6,37.4
6/2/2021,Food and Beverage Stores,445,14.7,23.5,33.9
6/9/2021,Food and Beverage Stores,445,13.2,22.5,31.6
6/16/2021,Food and Beverage Stores,445,13.9,22.8,32.7
6/23/2021,Food and Beverage Stores,445,11.2,20.7,30.4
6/30/2021,Food and Beverage Stores,445,23.4,33.4,43.6
7/7/2021,Food and Beverage Stores,445,10.6,19.3,28.1
7/14/2021,Food and Beverage Stores,445,12.3,21,30.7
7/21/2021,Food and Beverage Stores,445,11.1,19.9,29.4
7/28/2021,Food and Beverage Stores,445,15.2,24.2,33.7
8/4/2021,Food and Beverage Stores,445,15.1,23.8,32.8
8/11/2021,Food and Beverage Stores,445,14.5,23.1,33.3
8/18/2021,Food and Beverage Stores,445,8.7,17.1,26.1
8/25/2021,Food and Beverage Stores,445,13,21.5,30.5
9/1/2021,Food and Beverage Stores,445,24.3,33.5,44.2
9/8/2021,Food and Beverage Stores,445,8.4,16.9,25.9
9/15/2021,Food and Beverage Stores,445,15.9,24.8,34.1
9/22/2021,Food and Beverage Stores,445,13.8,22.8,32.7
9/29/2021,Food and Beverage Stores,445,12.8,22,31.2
10/6/2021,Food and Beverage Stores,445,6.4,14.7,23.2
10/13/2021,Food and Beverage Stores,445,14.2,22.7,32.1
10/20/2021,Food and Beverage Stores,445,13.1,22,31.2
10/27/2021,Food and Beverage Stores,445,14.4,23.1,32.8
11/3/2021,Food and Beverage Stores,445,9.1,17,25.3
11/10/2021,Food and Beverage Stores,445,2.7,11.1,20.6
11/17/2021,Food and Beverage Stores,445,28.5,39.4,50.1
11/24/2021,Food and Beverage Stores,445,16.4,26.2,36.3
12/1/2021,Food and Beverage Stores,445,-2.3,5.6,13.1
12/8/2021,Food and Beverage Stores,445,1.4,9.7,18.5
12/15/2021,Food and Beverage Stores,445,21.5,30.9,40.9
12/22/2021,Food and Beverage Stores,445,23,33,44.1
12/29/2021,Food and Beverage Stores,445,20.9,29.9,39.7
1/5/2022,Food and Beverage Stores,445,19.1,27.4,36.1
1/12/2022,Food and Beverage Stores,445,21.1,30,39.3
1/19/2022,Food and Beverage Stores,445,23.9,32.9,42.5
1/26/2022,Food and Beverage Stores,445,27.8,37.6,48
2/2/2022,Food and Beverage Stores,445,9.3,18.5,27.8
2/9/2022,Food and Beverage Stores,445,29.8,41,52.6
2/16/2022,Food and Beverage Stores,445,4.6,12.8,21.4
2/23/2022,Food and Beverage Stores,445,14.6,23.8,33.8
3/2/2022,Food and Beverage Stores,445,17.1,26.7,36.4
3/9/2022,Food and Beverage Stores,445,16.4,25.5,35.3
3/16/2022,Food and Beverage Stores,445,13.9,23.1,32.6
3/23/2022,Food and Beverage Stores,445,12.9,21.6,30.9
3/30/2022,Food and Beverage Stores,445,19,27.9,37.3
4/6/2022,Food and Beverage Stores,445,17.9,27.7,37
4/13/2022,Food and Beverage Stores,445,16.9,26.6,37.1
4/20/2022,Food and Beverage Stores,445,12,20.9,30.8
4/27/2022,Food and Beverage Stores,445,16.1,24.9,34.5
5/4/2022,Food and Beverage Stores,445,22.6,31.9,42.2
5/11/2022,Food and Beverage Stores,445,11.7,20.9,30.7
5/18/2022,Food and Beverage Stores,445,12.5,21.1,30.6
5/25/2022,Food and Beverage Stores,445,20.8,31.2,41.2
6/1/2022,Food and Beverage Stores,445,18,27.3,37.4
6/8/2022,Food and Beverage Stores,445,16.3,25.6,35.6
6/15/2022,Food and Beverage Stores,445,20.1,29.5,39.5
6/22/2022,Food and Beverage Stores,445,14.1,22.9,32.1
6/29/2022,Food and Beverage Stores,445,22.3,31.8,42.6
7/6/2022,Food and Beverage Stores,445,15.3,24.6,34.6
7/13/2022,Food and Beverage Stores,445,15,24.2,33.1
7/20/2022,Food and Beverage Stores,445,15.2,24.1,33.3
7/27/2022,Food and Beverage Stores,445,18.4,27.1,36.5
8/3/2022,Food and Beverage Stores,445,21.6,30.8,40.6
8/10/2022,Food and Beverage Stores,445,18.8,27.6,37.8
8/17/2022,Food and Beverage Stores,445,17,25.5,35.7
8/24/2022,Food and Beverage Stores,445,15.4,24.7,33.9
8/31/2022,Food and Beverage Stores,445,27.5,37.4,48.7
9/7/2022,Food and Beverage Stores,445,16.7,26.4,36.2
9/14/2022,Food and Beverage Stores,445,10.2,19,28.1
9/21/2022,Food and Beverage Stores,445,17.3,26.2,36.2
9/28/2022,Food and Beverage Stores,445,19.4,28.4,38.1
10/5/2022,Food and Beverage Stores,445,19.5,29.1,38.8
10/12/2022,Food and Beverage Stores,445,18.5,27.4,37.1
10/19/2022,Food and Beverage Stores,445,16.9,26.6,36.2
10/26/2022,Food and Beverage Stores,445,20.9,30.3,39.7
11/2/2022,Food and Beverage Stores,445,14.1,23.3,32.3
11/9/2022,Food and Beverage Stores,445,14.8,23.8,33.5
11/16/2022,Food and Beverage Stores,445,36.6,47.6,60
11/23/2022,Food and Beverage Stores,445,23.7,33.4,43.7
11/30/2022,Food and Beverage Stores,445,3.4,11.4,19.3
12/7/2022,Food and Beverage Stores,445,6.9,15.6,24.8
12/14/2022,Food and Beverage Stores,445,25,34.2,45.5
12/21/2022,Food and Beverage Stores,445,26.8,36.4,47.9
12/28/2022,Food and Beverage Stores,445,28.1,37.6,47.4
1/4/2023,Food and Beverage Stores,445,28.8,38.6,48.5
1/11/2023,Food and Beverage Stores,445,31.4,40.7,51.5
1/18/2023,Food and Beverage Stores,445,27.7,37.4,47.3
1/25/2023,Food and Beverage Stores,445,26,35.2,45
2/1/2023,Food and Beverage Stores,445,25.3,34.1,44.3
2/8/2023,Food and Beverage Stores,445,40.3,50.8,62.4
2/15/2023,Food and Beverage Stores,445,19.4,28.9,39.8
2/22/2023,Food and Beverage Stores,445,21.5,30.4,40.8
3/1/2023,Food and Beverage Stores,445,14.6,26.9,40.6
2/5/2020,Health and Personal Care Stores,446,-7.5,-0.5,6.8
2/12/2020,Health and Personal Care Stores,446,-8,-1.3,6.1
2/19/2020,Health and Personal Care Stores,446,-13.1,-6.6,0.3
2/26/2020,Health and Personal Care Stores,446,4.7,12.1,19.8
3/4/2020,Health and Personal Care Stores,446,1.4,8.4,16.6
3/11/2020,Health and Personal Care Stores,446,40.2,52.2,61.9
3/18/2020,Health and Personal Care Stores,446,0.2,8.1,16.1
3/25/2020,Health and Personal Care Stores,446,-16.4,-10.4,-3.5
4/1/2020,Health and Personal Care Stores,446,-13.8,-7,0
4/8/2020,Health and Personal Care Stores,446,-22.6,-17.2,-11
4/15/2020,Health and Personal Care Stores,446,-12.7,-6.8,0.4
4/22/2020,Health and Personal Care Stores,446,-22.5,-16.8,-10.2
4/29/2020,Health and Personal Care Stores,446,-10.7,-3.9,3.3
5/6/2020,Health and Personal Care Stores,446,-18,-11.9,-5.2
5/13/2020,Health and Personal Care Stores,446,-11.5,-5.1,2.4
5/20/2020,Health and Personal Care Stores,446,-6,1.2,8.5
5/27/2020,Health and Personal Care Stores,446,-8.1,-1.2,5.7
6/3/2020,Health and Personal Care Stores,446,-7.1,-0.3,7.5
6/10/2020,Health and Personal Care Stores,446,-11.9,-5.2,1.6
6/17/2020,Health and Personal Care Stores,446,-9.6,-2.8,4.1
6/24/2020,Health and Personal Care Stores,446,-7.7,-0.9,6.5
7/1/2020,Health and Personal Care Stores,446,11.8,21.2,31.4
7/8/2020,Health and Personal Care Stores,446,-14.1,-8,-1.8
7/15/2020,Health and Personal Care Stores,446,-10.3,-3.5,3.4
7/22/2020,Health and Personal Care Stores,446,-7,0,7.4
7/29/2020,Health and Personal Care Stores,446,-2.8,4.3,12.3
8/5/2020,Health and Personal Care Stores,446,-6,1,8.7
8/12/2020,Health and Personal Care Stores,446,-5,1.7,9
8/19/2020,Health and Personal Care Stores,446,-5.6,1.2,9.1
8/26/2020,Health and Personal Care Stores,446,-3.1,3.4,10.7
9/2/2020,Health and Personal Care Stores,446,-5.2,1.4,8.9
9/9/2020,Health and Personal Care Stores,446,-6,1,8
9/16/2020,Health and Personal Care Stores,446,-9,-2.5,4.8
9/23/2020,Health and Personal Care Stores,446,-8,-1.1,6.3
9/30/2020,Health and Personal Care Stores,446,-5.8,1.1,8.2
10/7/2020,Health and Personal Care Stores,446,-13.9,-7.5,-0.4
10/14/2020,Health and Personal Care Stores,446,-9.8,-3.2,3.4
10/21/2020,Health and Personal Care Stores,446,-10.6,-3.7,3.5
10/28/2020,Health and Personal Care Stores,446,-6.7,0.3,8
11/4/2020,Health and Personal Care Stores,446,-10.8,-4.5,2.8
11/11/2020,Health and Personal Care Stores,446,-2.1,5.3,13.3
11/18/2020,Health and Personal Care Stores,446,-0.1,7.2,15.6
11/25/2020,Health and Personal Care Stores,446,7,16.2,25
12/2/2020,Health and Personal Care Stores,446,-5.1,2.4,9.4
12/9/2020,Health and Personal Care Stores,446,0.6,8.4,15.9
12/16/2020,Health and Personal Care Stores,446,4.8,12.2,20.9
12/23/2020,Health and Personal Care Stores,446,20.2,29.3,39.7
12/30/2020,Health and Personal Care Stores,446,23.8,33.1,42.6
1/6/2021,Health and Personal Care Stores,446,-4.7,1.8,8.6
1/13/2021,Health and Personal Care Stores,446,-8.8,-2,5
1/20/2021,Health and Personal Care Stores,446,-11.3,-5.1,1.7
1/27/2021,Health and Personal Care Stores,446,-12.9,-6.7,0.4
2/3/2021,Health and Personal Care Stores,446,-11.6,-4.8,2.1
2/10/2021,Health and Personal Care Stores,446,-14.8,-8.6,-1.7
2/17/2021,Health and Personal Care Stores,446,-19.1,-13.2,-7.1
2/24/2021,Health and Personal Care Stores,446,-12.1,-6.1,0.8
3/3/2021,Health and Personal Care Stores,446,-8.7,-2.4,4.6
3/10/2021,Health and Personal Care Stores,446,-2.1,5.2,13.3
3/17/2021,Health and Personal Care Stores,446,-10.2,-3.7,3.9
3/24/2021,Health and Personal Care Stores,446,-15.2,-8.8,-2.2
3/31/2021,Health and Personal Care Stores,446,-7.6,-0.9,6.8
4/7/2021,Health and Personal Care Stores,446,-5.5,1,8.2
4/14/2021,Health and Personal Care Stores,446,-7,0.5,7.3
4/21/2021,Health and Personal Care Stores,446,-5.7,1.3,8.9
4/28/2021,Health and Personal Care Stores,446,-3.1,4.3,11.7
5/5/2021,Health and Personal Care Stores,446,-6.8,0.1,8.3
5/12/2021,Health and Personal Care Stores,446,-6.4,1.1,8.5
5/19/2021,Health and Personal Care Stores,446,-8.9,-2,5
5/26/2021,Health and Personal Care Stores,446,-0.7,7,14.6
6/2/2021,Health and Personal Care Stores,446,1.6,9.1,17.4
6/9/2021,Health and Personal Care Stores,446,-3.5,3.8,11.3
6/16/2021,Health and Personal Care Stores,446,-3.1,4.3,12.1
6/23/2021,Health and Personal Care Stores,446,-3.4,3.7,11.2
6/30/2021,Health and Personal Care Stores,446,36.1,49.5,65.9
7/7/2021,Health and Personal Care Stores,446,-0.3,7.1,14.7
7/14/2021,Health and Personal Care Stores,446,-5,1.7,8.9
7/21/2021,Health and Personal Care Stores,446,-3.5,3.7,11.4
7/28/2021,Health and Personal Care Stores,446,2.2,10.3,17.5
8/4/2021,Health and Personal Care Stores,446,0.7,8.3,16.7
8/11/2021,Health and Personal Care Stores,446,0.1,7.9,15.5
8/18/2021,Health and Personal Care Stores,446,-1.2,6,14.3
8/25/2021,Health and Personal Care Stores,446,3.7,11.2,19.8
9/1/2021,Health and Personal Care Stores,446,3.5,11.3,20.1
9/8/2021,Health and Personal Care Stores,446,2.3,9.9,17.9
9/15/2021,Health and Personal Care Stores,446,0.3,7.5,15.7
9/22/2021,Health and Personal Care Stores,446,-0.3,6.9,15.2
9/29/2021,Health and Personal Care Stores,446,1.7,9.3,17.2
10/6/2021,Health and Personal Care Stores,446,-3.8,2.7,10.3
10/13/2021,Health and Personal Care Stores,446,-2.7,4.1,11.9
10/20/2021,Health and Personal Care Stores,446,-2.1,4.9,12.7
10/27/2021,Health and Personal Care Stores,446,-5.1,1.7,9.2
11/3/2021,Health and Personal Care Stores,446,-2.6,4.6,12.2
11/10/2021,Health and Personal Care Stores,446,-8.8,-1.7,5.7
11/17/2021,Health and Personal Care Stores,446,-8.7,-1.3,5.8
11/24/2021,Health and Personal Care Stores,446,12.5,21.4,31.7
12/1/2021,Health and Personal Care Stores,446,-11.4,-5.1,1.9
12/8/2021,Health and Personal Care Stores,446,-10.1,-3.3,4.1
12/15/2021,Health and Personal Care Stores,446,5.2,13.1,21.1
12/22/2021,Health and Personal Care Stores,446,69.7,88.2,108.3
12/29/2021,Health and Personal Care Stores,446,28.8,38,47.4
1/5/2022,Health and Personal Care Stores,446,3.2,10.6,18.4
1/12/2022,Health and Personal Care Stores,446,-5.8,0.9,7.9
1/19/2022,Health and Personal Care Stores,446,-6.7,-0.3,6.2
1/26/2022,Health and Personal Care Stores,446,-11.1,-4.7,1.8
2/2/2022,Health and Personal Care Stores,446,-15.2,-9.2,-2.5
2/9/2022,Health and Personal Care Stores,446,-10,-3.7,3.8
2/16/2022,Health and Personal Care Stores,446,-15.8,-9.7,-3.2
2/23/2022,Health and Personal Care Stores,446,-11.1,-5,1.8
3/2/2022,Health and Personal Care Stores,446,-14.8,-8.4,-1.6
3/9/2022,Health and Personal Care Stores,446,-8.5,-2.2,5.3
3/16/2022,Health and Personal Care Stores,446,-15.8,-9.8,-3.2
3/23/2022,Health and Personal Care Stores,446,-14.6,-8.2,-1.5
3/30/2022,Health and Personal Care Stores,446,-9,-2.5,4.7
4/6/2022,Health and Personal Care Stores,446,-10.1,-3.5,3.2
4/13/2022,Health and Personal Care Stores,446,-14.6,-8.4,-1.7
4/20/2022,Health and Personal Care Stores,446,-6.3,0.8,8
4/27/2022,Health and Personal Care Stores,446,-8.7,-2,5
5/4/2022,Health and Personal Care Stores,446,-11.5,-4.7,1.9
5/11/2022,Health and Personal Care Stores,446,-12.9,-6.8,0.5
5/18/2022,Health and Personal Care Stores,446,-10.2,-3.9,4.1
5/25/2022,Health and Personal Care Stores,446,3.3,11.4,19.4
6/1/2022,Health and Personal Care Stores,446,0.7,7.9,16
6/8/2022,Health and Personal Care Stores,446,-10.9,-4.7,2.7
6/15/2022,Health and Personal Care Stores,446,-9,-1.5,6
6/22/2022,Health and Personal Care Stores,446,-8.2,-1.5,6
6/29/2022,Health and Personal Care Stores,446,0.6,7.5,15.2
7/6/2022,Health and Personal Care Stores,446,-4.1,3.1,10.5
7/13/2022,Health and Personal Care Stores,446,-8.6,-1.6,5.4
7/20/2022,Health and Personal Care Stores,446,-8.2,-1.4,5.7
7/27/2022,Health and Personal Care Stores,446,-3.6,4,11.4
8/3/2022,Health and Personal Care Stores,446,0.6,8.7,17.2
8/10/2022,Health and Personal Care Stores,446,-6.6,0.4,8.1
8/17/2022,Health and Personal Care Stores,446,-7.1,-0.7,7.4
8/24/2022,Health and Personal Care Stores,446,-2.8,4.5,12.3
8/31/2022,Health and Personal Care Stores,446,-1.3,5.8,14.2
9/7/2022,Health and Personal Care Stores,446,-6.4,0.5,8.3
9/14/2022,Health and Personal Care Stores,446,-13.9,-7.7,-0.4
9/21/2022,Health and Personal Care Stores,446,-6.8,0,7.7
9/28/2022,Health and Personal Care Stores,446,-9.7,-2.9,3.8
10/5/2022,Health and Personal Care Stores,446,-9.9,-3,3.8
10/12/2022,Health and Personal Care Stores,446,-7.3,-0.3,7
10/19/2022,Health and Personal Care Stores,446,-11.1,-4.6,2.4
10/26/2022,Health and Personal Care Stores,446,-4,3.4,10.9
11/2/2022,Health and Personal Care Stores,446,-6.4,0.3,7.5
11/9/2022,Health and Personal Care Stores,446,-4.6,2.5,9.8
11/16/2022,Health and Personal Care Stores,446,-0.7,6.7,14.7
11/23/2022,Health and Personal Care Stores,446,24,33.9,45.7
11/30/2022,Health and Personal Care Stores,446,-1.3,6,13.8
12/7/2022,Health and Personal Care Stores,446,3.3,11,19.3
12/14/2022,Health and Personal Care Stores,446,8.4,16.9,26.5
12/21/2022,Health and Personal Care Stores,446,131.7,163.9,201.7
12/28/2022,Health and Personal Care Stores,446,89.9,106,124.9
1/4/2023,Health and Personal Care Stores,446,-1,5.8,13
1/11/2023,Health and Personal Care Stores,446,-1.7,5.2,12.6
1/18/2023,Health and Personal Care Stores,446,-0.4,6.6,13.9
1/25/2023,Health and Personal Care Stores,446,-2.1,5.4,12.3
2/1/2023,Health and Personal Care Stores,446,-3.3,3.7,11.9
2/8/2023,Health and Personal Care Stores,446,-4.3,3.1,10.8
2/15/2023,Health and Personal Care Stores,446,-7.6,-0.5,6.5
2/22/2023,Health and Personal Care Stores,446,-5.3,2.2,9.1
3/1/2023,Health and Personal Care Stores,446,-6.1,4.1,15.3
2/5/2020,Gasoline Stations,447,-12.3,-7.9,-3
2/12/2020,Gasoline Stations,447,-9.6,-4.9,0.1
2/19/2020,Gasoline Stations,447,-5.3,0,5.2
2/26/2020,Gasoline Stations,447,-5,0.2,5.5
3/4/2020,Gasoline Stations,447,-13.3,-8.6,-3.6
3/11/2020,Gasoline Stations,447,-17.8,-13.6,-9.3
3/18/2020,Gasoline Stations,447,-44.3,-41.4,-38.4
3/25/2020,Gasoline Stations,447,-46.3,-43.5,-40.4
4/1/2020,Gasoline Stations,447,-48.8,-46.3,-43.1
4/8/2020,Gasoline Stations,447,-50.7,-48.2,-45.5
4/15/2020,Gasoline Stations,447,-47.5,-44.8,-41.9
4/22/2020,Gasoline Stations,447,-47.5,-44.9,-42.1
4/29/2020,Gasoline Stations,447,-41.5,-38.6,-35.3
5/6/2020,Gasoline Stations,447,-43.8,-40.7,-37.6
5/13/2020,Gasoline Stations,447,-38.6,-35.5,-32.1
5/20/2020,Gasoline Stations,447,-34.4,-30.9,-27.1
5/27/2020,Gasoline Stations,447,-33.9,-30.4,-26.8
6/3/2020,Gasoline Stations,447,-30.2,-26.4,-22.4
6/10/2020,Gasoline Stations,447,-29.5,-26,-22.4
6/17/2020,Gasoline Stations,447,-26.4,-22.6,-18.4
6/24/2020,Gasoline Stations,447,-28.2,-24.1,-20
7/1/2020,Gasoline Stations,447,-21.7,-17.4,-12.9
7/8/2020,Gasoline Stations,447,-35.5,-32,-28.6
7/15/2020,Gasoline Stations,447,-25.7,-21.7,-17.4
7/22/2020,Gasoline Stations,447,-23.6,-19.8,-15.9
7/29/2020,Gasoline Stations,447,-23.7,-19.3,-15.2
8/5/2020,Gasoline Stations,447,-26.4,-22.8,-18.7
8/12/2020,Gasoline Stations,447,-23.8,-19.8,-15.4
8/19/2020,Gasoline Stations,447,-24,-20.1,-15.6
8/26/2020,Gasoline Stations,447,-25,-21.1,-16.7
9/2/2020,Gasoline Stations,447,-21.9,-18,-13.2
9/9/2020,Gasoline Stations,447,-29.2,-25.3,-21.3
9/16/2020,Gasoline Stations,447,-26.5,-22.6,-18.3
9/23/2020,Gasoline Stations,447,-26.4,-22.4,-18.1
9/30/2020,Gasoline Stations,447,-24.2,-20.6,-16.4
10/7/2020,Gasoline Stations,447,-30.2,-26.4,-22.4
10/14/2020,Gasoline Stations,447,-33.5,-30,-26.1
10/21/2020,Gasoline Stations,447,-28.7,-24.8,-21.2
10/28/2020,Gasoline Stations,447,-27,-23.2,-19.1
11/4/2020,Gasoline Stations,447,-27.9,-24.1,-20.2
11/11/2020,Gasoline Stations,447,-29.5,-25.6,-21.7
11/18/2020,Gasoline Stations,447,-31.3,-27.6,-23.9
11/25/2020,Gasoline Stations,447,-32.9,-29.2,-25.5
12/2/2020,Gasoline Stations,447,-26.9,-23.3,-19.3
12/9/2020,Gasoline Stations,447,-22.6,-18.3,-14.1
12/16/2020,Gasoline Stations,447,-21.8,-17.6,-13.4
12/23/2020,Gasoline Stations,447,-23.3,-19.2,-15.2
12/30/2020,Gasoline Stations,447,-17.9,-13.6,-9.3
1/6/2021,Gasoline Stations,447,-14.8,-10.3,-5.6
1/13/2021,Gasoline Stations,447,-8.3,-3.7,0.8
1/20/2021,Gasoline Stations,447,-13.5,-8.9,-4.5
1/27/2021,Gasoline Stations,447,-10.7,-6,-1.5
2/3/2021,Gasoline Stations,447,-13,-8.1,-3.1
2/10/2021,Gasoline Stations,447,-17.5,-13.1,-8.4
2/17/2021,Gasoline Stations,447,-12.2,-7.2,-2.2
2/24/2021,Gasoline Stations,447,-5.7,-1,4.3
3/3/2021,Gasoline Stations,447,-6.6,-1.7,3.3
3/10/2021,Gasoline Stations,447,-2.9,2,7.2
3/17/2021,Gasoline Stations,447,0.8,6.8,11.9
3/24/2021,Gasoline Stations,447,-1.2,4.3,10.1
3/31/2021,Gasoline Stations,447,-2.8,2.2,7.7
4/7/2021,Gasoline Stations,447,-5.3,-0.3,5
4/14/2021,Gasoline Stations,447,-6.1,-1.2,4.2
4/21/2021,Gasoline Stations,447,-5.1,-0.4,5
4/28/2021,Gasoline Stations,447,-5,-0.1,5.2
5/5/2021,Gasoline Stations,447,-0.2,5.4,10.9
5/12/2021,Gasoline Stations,447,-5.4,-0.4,5.1
5/19/2021,Gasoline Stations,447,-7.4,-2.7,2.6
5/26/2021,Gasoline Stations,447,-0.7,4.2,9.8
6/2/2021,Gasoline Stations,447,-0.4,4.7,10.6
6/9/2021,Gasoline Stations,447,-2.6,2.9,8.3
6/16/2021,Gasoline Stations,447,-0.1,4.9,10.5
6/23/2021,Gasoline Stations,447,3.5,9.2,14.9
6/30/2021,Gasoline Stations,447,2.2,7.9,13.5
7/7/2021,Gasoline Stations,447,0.5,5.7,11.6
7/14/2021,Gasoline Stations,447,4.1,9.6,15.5
7/21/2021,Gasoline Stations,447,-0.5,4.9,11.2
7/28/2021,Gasoline Stations,447,4.5,9.8,16.1
8/4/2021,Gasoline Stations,447,3.3,9,14.8
8/11/2021,Gasoline Stations,447,4.2,9.8,15.6
8/18/2021,Gasoline Stations,447,-6.1,-1.4,4.1
8/25/2021,Gasoline Stations,447,-2.1,3.2,8.7
9/1/2021,Gasoline Stations,447,3.1,8.6,14.5
9/8/2021,Gasoline Stations,447,-3.5,1.1,6.7
9/15/2021,Gasoline Stations,447,3,8.7,14.6
9/22/2021,Gasoline Stations,447,2.8,8.3,14.2
9/29/2021,Gasoline Stations,447,0.4,5.8,11.3
10/6/2021,Gasoline Stations,447,-0.5,4.5,10.4
10/13/2021,Gasoline Stations,447,7.7,13.1,18.9
10/20/2021,Gasoline Stations,447,1.7,7.2,12.8
10/27/2021,Gasoline Stations,447,2.6,7.7,13.3
11/3/2021,Gasoline Stations,447,10.5,15.9,22.6
11/10/2021,Gasoline Stations,447,1.6,7,12.9
11/17/2021,Gasoline Stations,447,5.2,11.1,17
11/24/2021,Gasoline Stations,447,6.2,11.6,17.7
12/1/2021,Gasoline Stations,447,12.9,18.5,24.6
12/8/2021,Gasoline Stations,447,2.2,7.8,13.2
12/15/2021,Gasoline Stations,447,14.9,21.4,27.5
12/22/2021,Gasoline Stations,447,9.6,15.3,21
12/29/2021,Gasoline Stations,447,6.3,11.7,17.2
